"id","query_text","qep","actual_rows","estimated_rows","q_error","timestamp","table_set","table_alias_set","join_set","predicate_set"
269,"SELECT * FROM title t,cast_info ci,movie_info mi,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id=1 AND t.production_year<2008 AND mi.info_type_id<2 AND mk.keyword_id<3291","  - query: |-
      SELECT * FROM title t,cast_info ci,movie_info mi,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id=1 AND t.production_year<2008 AND mi.info_type_id<2 AND mk.keyword_id<3291
    qep:
      - node: Nested Loop/Nested Loop/Hash Join/Bitmap Heap Scan/Bitmap Index Scan
        actual_rows: 1913078
        estimated_rows: 1904809
        q_error: 1.0043411176658656
      - node: Nested Loop/Nested Loop/Hash Join/Bitmap Heap Scan
        actual_rows: 1913078
        estimated_rows: 1904809
        q_error: 1.0043411176658656
      - node: Nested Loop/Nested Loop/Hash Join/Hash/Hash Join/Seq Scan
        actual_rows: 1380035
        estimated_rows: 1380035
        q_error: 1.0
      - node: Nested Loop/Nested Loop/Hash Join/Hash/Hash Join/Hash/Bitmap Heap Scan/Bitmap
          Index Scan
        actual_rows: 662825
        estimated_rows: 656737
        q_error: 1.0092700731038453
      - node: Nested Loop/Nested Loop/Hash Join/Hash/Hash Join/Hash/Bitmap Heap Scan
        actual_rows: 473918
        estimated_rows: 433927
        q_error: 1.092160662968656
      - node: Nested Loop/Nested Loop/Hash Join/Hash/Hash Join/Hash
        actual_rows: 473918
        estimated_rows: 433927
        q_error: 1.092160662968656
      - node: Nested Loop/Nested Loop/Hash Join/Hash/Hash Join
        actual_rows: 500281
        estimated_rows: 236833
        q_error: 2.112378764783624
      - node: Nested Loop/Nested Loop/Hash Join/Hash
        actual_rows: 500281
        estimated_rows: 236833
        q_error: 2.112378764783624
      - node: Nested Loop/Nested Loop/Hash Join
        actual_rows: 2689351
        estimated_rows: 178414
        q_error: 15.073654533837031
      - node: Nested Loop/Nested Loop/Memoize/Index Scan
        actual_rows: 1
        estimated_rows: 2
        q_error: 2.0
      - node: Nested Loop/Nested Loop/Memoize
        actual_rows: 1
        estimated_rows: 2
        q_error: 2.0
      - node: Nested Loop/Nested Loop
        actual_rows: 3448942
        estimated_rows: 55685
        q_error: 61.93664362036455
      - node: Nested Loop/Index Scan
        actual_rows: 63
        estimated_rows: 38
        q_error: 1.6578947368421053
      - node: Nested Loop
        actual_rows: 218613694
        estimated_rows: 796769
        q_error: 274.3752505431311
",218613694,796769,274.3752505431310737549210898578166961669921875,2024-08-15 14:35:54.493,"{title,cast_info,movie_info,movie_info_idx,movie_keyword}","{t,ci,mi,mi_idx,mk}","{t.id=ci.movie_id,t.id=mi.movie_id,t.id=mi_idx.movie_id,t.id=mk.movie_id}","{t.kind_id=1,t.production_year<2008,mi.info_type_id<2,mk.keyword_id<3291}"
270,"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND ci.person_id>3393072 AND ci.role_id=10","  - query: |-
      SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND ci.person_id>3393072 AND ci.role_id=10
    qep:
      - node: Hash Join/Seq Scan
        actual_rows: 4523930
        estimated_rows: 4519680
        q_error: 1.0009403320589068
      - node: Hash Join/Hash/Hash Join/Index Scan
        actual_rows: 2441381
        estimated_rows: 466345
        q_error: 5.2351392209630205
      - node: Hash Join/Hash/Hash Join/Hash/Seq Scan
        actual_rows: 2528313
        estimated_rows: 2528504
        q_error: 1.000075544444062
      - node: Hash Join/Hash/Hash Join/Hash
        actual_rows: 2528313
        estimated_rows: 2528504
        q_error: 1.000075544444062
      - node: Hash Join/Hash/Hash Join
        actual_rows: 2441381
        estimated_rows: 466345
        q_error: 5.2351392209630205
      - node: Hash Join/Hash
        actual_rows: 2441381
        estimated_rows: 466345
        q_error: 5.2351392209630205
      - node: Hash Join
        actual_rows: 33302158
        estimated_rows: 833588
        q_error: 39.950380763638634
",33302158,833588,39.95038076363863410733756609261035919189453125,2024-08-15 14:36:08.735,"{title,cast_info,movie_keyword}","{t,ci,mk}","{t.id=ci.movie_id,t.id=mk.movie_id}","{ci.person_id>3393072,ci.role_id=10}"
272,"SELECT * FROM title t,cast_info ci,movie_info mi,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.id=mi_idx.movie_id AND mi.info_type_id<4","  - query: |-
      SELECT * FROM title t,cast_info ci,movie_info mi,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.id=mi_idx.movie_id AND mi.info_type_id<4
    qep:
      - node: Hash Join/Seq Scan
        actual_rows: 36244344
        estimated_rows: 36179463
        q_error: 1.0017933101992145
      - node: Hash Join/Hash/Hash Join/Bitmap Heap Scan/Bitmap Index Scan
        actual_rows: 3624977
        estimated_rows: 3636685
        q_error: 1.0032298135960587
      - node: Hash Join/Hash/Hash Join/Bitmap Heap Scan
        actual_rows: 3624977
        estimated_rows: 3636685
        q_error: 1.0032298135960587
      - node: Hash Join/Hash/Hash Join/Hash/Hash Join/Seq Scan
        actual_rows: 1380035
        estimated_rows: 1380035
        q_error: 1.0
      - node: Hash Join/Hash/Hash Join/Hash/Hash Join/Hash/Seq Scan
        actual_rows: 2528313
        estimated_rows: 2528504
        q_error: 1.000075544444062
      - node: Hash Join/Hash/Hash Join/Hash/Hash Join/Hash
        actual_rows: 2528313
        estimated_rows: 2528504
        q_error: 1.000075544444062
      - node: Hash Join/Hash/Hash Join/Hash/Hash Join
        actual_rows: 1380035
        estimated_rows: 1380035
        q_error: 1.0
      - node: Hash Join/Hash/Hash Join/Hash
        actual_rows: 1380035
        estimated_rows: 1380035
        q_error: 1.0
      - node: Hash Join/Hash/Hash Join
        actual_rows: 3840309
        estimated_rows: 1984870
        q_error: 1.9347911953931491
      - node: Hash Join/Hash
        actual_rows: 3840309
        estimated_rows: 1984870
        q_error: 1.9347911953931491
      - node: Hash Join
        actual_rows: 117477848
        estimated_rows: 28400802
        q_error: 4.136427133290109
",117477848,28400802,4.136427133290109026120262569747865200042724609375,2024-08-15 14:37:14.996,"{title,cast_info,movie_info,movie_info_idx}","{t,ci,mi,mi_idx}","{t.id=ci.movie_id,t.id=mi.movie_id,t.id=mi_idx.movie_id}",{mi.info_type_id<4}
274,"SELECT * FROM title t,movie_info mi,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=mk.movie_id AND mi_idx.info_type_id<101 AND mk.keyword_id<4333","  - query: |-
      SELECT * FROM title t,movie_info mi,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=mk.movie_id AND mi_idx.info_type_id<101 AND mk.keyword_id<4333
    qep:
      - node: Hash Join/Seq Scan
        actual_rows: 14835720
        estimated_rows: 14861770
        q_error: 1.0017558972533858
      - node: Hash Join/Hash/Hash Join/Seq Scan
        actual_rows: 2184258
        estimated_rows: 2181951
        q_error: 1.001057310636215
      - node: Hash Join/Hash/Hash Join/Hash/Hash Join/Seq Scan
        actual_rows: 919850
        estimated_rows: 922415
        q_error: 1.0027884981246942
      - node: Hash Join/Hash/Hash Join/Hash/Hash Join/Hash/Seq Scan
        actual_rows: 2528313
        estimated_rows: 2528504
        q_error: 1.000075544444062
      - node: Hash Join/Hash/Hash Join/Hash/Hash Join/Hash
        actual_rows: 2528313
        estimated_rows: 2528504
        q_error: 1.000075544444062
      - node: Hash Join/Hash/Hash Join/Hash/Hash Join
        actual_rows: 919850
        estimated_rows: 922415
        q_error: 1.0027884981246942
      - node: Hash Join/Hash/Hash Join/Hash
        actual_rows: 919850
        estimated_rows: 922415
        q_error: 1.0027884981246942
      - node: Hash Join/Hash/Hash Join
        actual_rows: 3296686
        estimated_rows: 795990
        q_error: 4.141617357001972
      - node: Hash Join/Hash
        actual_rows: 3296686
        estimated_rows: 795990
        q_error: 4.141617357001972
      - node: Hash Join
        actual_rows: 204544074
        estimated_rows: 4678586
        q_error: 43.71920789742884
",204544074,4678586,43.71920789742883783901561400853097438812255859375,2024-08-15 14:38:17.979,"{title,movie_info,movie_info_idx,movie_keyword}","{t,mi,mi_idx,mk}","{t.id=mi.movie_id,t.id=mi_idx.movie_id,t.id=mk.movie_id}","{mi_idx.info_type_id<101,mk.keyword_id<4333}"
275,"SELECT * FROM title t,movie_info_idx mi_idx WHERE t.id=mi_idx.movie_id AND mi_idx.info_type_id=100","  - query: |-
      SELECT * FROM title t,movie_info_idx mi_idx WHERE t.id=mi_idx.movie_id AND mi_idx.info_type_id=100
    qep:
      - node: Hash Join/Seq Scan
        actual_rows: 2528313
        estimated_rows: 2528504
        q_error: 1.000075544444062
      - node: Hash Join/Hash/Bitmap Heap Scan/Bitmap Index Scan
        actual_rows: 459925
        estimated_rows: 461852
        q_error: 1.0041898135565581
      - node: Hash Join/Hash/Bitmap Heap Scan
        actual_rows: 459925
        estimated_rows: 461852
        q_error: 1.0041898135565581
      - node: Hash Join/Hash
        actual_rows: 459925
        estimated_rows: 461852
        q_error: 1.0041898135565581
      - node: Hash Join
        actual_rows: 459925
        estimated_rows: 461852
        q_error: 1.0041898135565581
",459925,461852,1.0041898135565581196004814046318642795085906982421875,2024-08-15 14:38:19.625,"{title,movie_info_idx}","{t,mi_idx}",{t.id=mi_idx.movie_id},{mi_idx.info_type_id=100}
276,"SELECT * FROM title t,movie_companies mc,cast_info ci,movie_info mi WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.id=mi.movie_id AND t.kind_id=1 AND ci.person_id<759216","  - query: |-
      SELECT * FROM title t,movie_companies mc,cast_info ci,movie_info mi WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.id=mi.movie_id AND t.kind_id=1 AND ci.person_id<759216
    qep:
      - node: Hash Join/Seq Scan
        actual_rows: 14835720
        estimated_rows: 14861770
        q_error: 1.0017558972533858
      - node: Hash Join/Hash/Hash Join/Bitmap Heap Scan/Bitmap Index Scan
        actual_rows: 7794903
        estimated_rows: 7927393
        q_error: 1.0169970043244925
      - node: Hash Join/Hash/Hash Join/Bitmap Heap Scan
        actual_rows: 7794903
        estimated_rows: 7927393
        q_error: 1.0169970043244925
      - node: Hash Join/Hash/Hash Join/Hash/Hash Join/Seq Scan
        actual_rows: 2609129
        estimated_rows: 2609129
        q_error: 1.0
      - node: Hash Join/Hash/Hash Join/Hash/Hash Join/Hash/Bitmap Heap Scan/Bitmap
          Index Scan
        actual_rows: 662825
        estimated_rows: 656737
        q_error: 1.0092700731038453
      - node: Hash Join/Hash/Hash Join/Hash/Hash Join/Hash/Bitmap Heap Scan
        actual_rows: 662825
        estimated_rows: 656737
        q_error: 1.0092700731038453
      - node: Hash Join/Hash/Hash Join/Hash/Hash Join/Hash
        actual_rows: 662825
        estimated_rows: 656737
        q_error: 1.0092700731038453
      - node: Hash Join/Hash/Hash Join/Hash/Hash Join
        actual_rows: 1307690
        estimated_rows: 677678
        q_error: 1.9296627601899428
      - node: Hash Join/Hash/Hash Join/Hash
        actual_rows: 1307690
        estimated_rows: 677678
        q_error: 1.9296627601899428
      - node: Hash Join/Hash/Hash Join
        actual_rows: 10893189
        estimated_rows: 2124663
        q_error: 5.127019673237591
      - node: Hash Join/Hash
        actual_rows: 10893189
        estimated_rows: 2124663
        q_error: 5.127019673237591
      - node: Hash Join
        actual_rows: 1159221575
        estimated_rows: 12488117
        q_error: 92.82597008019704
",1159221575,12488117,92.825970080197038214464555494487285614013671875,2024-08-15 14:41:46.029,"{title,movie_companies,cast_info,movie_info}","{t,mc,ci,mi}","{t.id=mc.movie_id,t.id=ci.movie_id,t.id=mi.movie_id}","{t.kind_id=1,ci.person_id<759216}"
277,"SELECT * FROM title t,movie_info mi WHERE t.id=mi.movie_id AND mi.info_type_id=16","  - query: |-
      SELECT * FROM title t,movie_info mi WHERE t.id=mi.movie_id AND mi.info_type_id=16
    qep:
      - node: Hash Join/Bitmap Heap Scan/Bitmap Index Scan
        actual_rows: 3036719
        estimated_rows: 3045177
        q_error: 1.002785242888789
      - node: Hash Join/Bitmap Heap Scan
        actual_rows: 3036719
        estimated_rows: 3045177
        q_error: 1.002785242888789
      - node: Hash Join/Hash/Seq Scan
        actual_rows: 2528313
        estimated_rows: 2528504
        q_error: 1.000075544444062
      - node: Hash Join/Hash
        actual_rows: 2528313
        estimated_rows: 2528504
        q_error: 1.000075544444062
      - node: Hash Join
        actual_rows: 3036719
        estimated_rows: 3045177
        q_error: 1.002785242888789
",3036719,3045177,1.002785242888788896920004845014773309230804443359375,2024-08-15 14:41:48.796,"{title,movie_info}","{t,mi}",{t.id=mi.movie_id},{mi.info_type_id=16}
278,"SELECT * FROM title t,movie_companies mc,cast_info ci,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id<7 AND mc.company_id<428 AND ci.person_id<525577 AND ci.role_id=9","  - query: |-
      SELECT * FROM title t,movie_companies mc,cast_info ci,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id<7 AND mc.company_id<428 AND ci.person_id<525577 AND ci.role_id=9
    qep:
      - node: Nested Loop/Nested Loop/Hash Join/Bitmap Heap Scan/Bitmap Index Scan
        actual_rows: 985048
        estimated_rows: 980722
        q_error: 1.0044110359510647
      - node: Nested Loop/Nested Loop/Hash Join/Bitmap Heap Scan
        actual_rows: 985048
        estimated_rows: 980722
        q_error: 1.0044110359510647
      - node: Nested Loop/Nested Loop/Hash Join/Hash/Hash Join/Index Scan
        actual_rows: 69780
        estimated_rows: 173357
        q_error: 2.484336486099169
      - node: Nested Loop/Nested Loop/Hash Join/Hash/Hash Join/Hash/Bitmap Heap Scan/Bitmap
          Index Scan
        actual_rows: 488533
        estimated_rows: 488772
        q_error: 1.0004892197661162
      - node: Nested Loop/Nested Loop/Hash Join/Hash/Hash Join/Hash/Bitmap Heap Scan
        actual_rows: 488533
        estimated_rows: 488772
        q_error: 1.0004892197661162
      - node: Nested Loop/Nested Loop/Hash Join/Hash/Hash Join/Hash
        actual_rows: 488533
        estimated_rows: 488772
        q_error: 1.0004892197661162
      - node: Nested Loop/Nested Loop/Hash Join/Hash/Hash Join
        actual_rows: 17120
        estimated_rows: 89717
        q_error: 5.240478971962617
      - node: Nested Loop/Nested Loop/Hash Join/Hash
        actual_rows: 17120
        estimated_rows: 89717
        q_error: 5.240478971962617
      - node: Nested Loop/Nested Loop/Hash Join
        actual_rows: 8413
        estimated_rows: 12998
        q_error: 1.5449898965886129
      - node: Nested Loop/Nested Loop/Index Scan
        actual_rows: 3
        estimated_rows: 3
        q_error: 1.0
      - node: Nested Loop/Nested Loop
        actual_rows: 21861
        estimated_rows: 7094
        q_error: 3.081618268959684
      - node: Nested Loop/Index Scan
        actual_rows: 48
        estimated_rows: 55
        q_error: 1.1458333333333333
      - node: Nested Loop
        actual_rows: 1042011
        estimated_rows: 12680
        q_error: 82.17752365930599
",1042011,12680,82.177523659305990122447838075459003448486328125,2024-08-15 14:41:58.040,"{title,movie_companies,cast_info,movie_info_idx,movie_keyword}","{t,mc,ci,mi_idx,mk}","{t.id=mc.movie_id,t.id=ci.movie_id,t.id=mi_idx.movie_id,t.id=mk.movie_id}","{t.kind_id<7,mc.company_id<428,ci.person_id<525577,ci.role_id=9}"
280,"SELECT * FROM title t,movie_info_idx mi_idx WHERE t.id=mi_idx.movie_id AND t.production_year=2009","  - query: |-
      SELECT * FROM title t,movie_info_idx mi_idx WHERE t.id=mi_idx.movie_id AND t.production_year=2009
    qep:
      - node: Hash Join/Seq Scan
        actual_rows: 1380035
        estimated_rows: 1380035
        q_error: 1.0
      - node: Hash Join/Hash/Seq Scan
        actual_rows: 128696
        estimated_rows: 126257
        q_error: 1.0193177407985299
      - node: Hash Join/Hash
        actual_rows: 128696
        estimated_rows: 126257
        q_error: 1.0193177407985299
      - node: Hash Join
        actual_rows: 60340
        estimated_rows: 68910
        q_error: 1.1420285051375538
",60340,68910,1.14202850513755382877434385591186583042144775390625,2024-08-15 14:41:58.827,"{title,movie_info_idx}","{t,mi_idx}",{t.id=mi_idx.movie_id},{t.production_year=2009}
281,"SELECT * FROM title t,movie_companies mc,cast_info ci,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id=3 AND mc.company_id>19054 AND mc.company_type_id=2 AND ci.person_id>1108086 AND ci.role_id<10 AND mk.keyword_id=3644","  - query: |-
      SELECT * FROM title t,movie_companies mc,cast_info ci,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id=3 AND mc.company_id>19054 AND mc.company_type_id=2 AND ci.person_id>1108086 AND ci.role_id<10 AND mk.keyword_id=3644
    qep:
      - node: Nested Loop/Nested Loop/Nested Loop/Nested Loop/Bitmap Heap Scan/Bitmap
          Index Scan
        actual_rows: 4151
        estimated_rows: 247
        q_error: 16.805668016194332
      - node: Nested Loop/Nested Loop/Nested Loop/Nested Loop/Bitmap Heap Scan
        actual_rows: 4151
        estimated_rows: 247
        q_error: 16.805668016194332
      - node: Nested Loop/Nested Loop/Nested Loop/Nested Loop/Index Scan
        actual_rows: 0
        estimated_rows: 1
        q_error: .inf
      - node: Nested Loop/Nested Loop/Nested Loop/Nested Loop
        actual_rows: 3
        estimated_rows: 9
        q_error: 3.0
      - node: Nested Loop/Nested Loop/Nested Loop/Index Scan
        actual_rows: 3
        estimated_rows: 3
        q_error: 1.0
      - node: Nested Loop/Nested Loop/Nested Loop
        actual_rows: 9
        estimated_rows: 5
        q_error: 1.8
      - node: Nested Loop/Nested Loop/Index Scan
        actual_rows: 1
        estimated_rows: 1
        q_error: 1.0
      - node: Nested Loop/Nested Loop
        actual_rows: 9
        estimated_rows: 1
        q_error: 9.0
      - node: Nested Loop/Index Scan
        actual_rows: 8
        estimated_rows: 23
        q_error: 2.875
      - node: Nested Loop
        actual_rows: 72
        estimated_rows: 8
        q_error: 9.0
",72,8,9,2024-08-15 14:42:02.614,"{title,movie_companies,cast_info,movie_info_idx,movie_keyword}","{t,mc,ci,mi_idx,mk}","{t.id=mc.movie_id,t.id=ci.movie_id,t.id=mi_idx.movie_id,t.id=mk.movie_id}","{t.kind_id=3,mc.company_id>19054,mc.company_type_id=2,ci.person_id>1108086,ci.role_id<10,mk.keyword_id=3644}"
282,"SELECT * FROM title t,movie_companies mc,movie_info mi,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=mk.movie_id AND mi_idx.info_type_id=99","  - query: |-
      SELECT * FROM title t,movie_companies mc,movie_info mi,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=mk.movie_id AND mi_idx.info_type_id=99
    qep:
      - node: Hash Join/Seq Scan
        actual_rows: 14835720
        estimated_rows: 14861770
        q_error: 1.0017558972533858
      - node: Hash Join/Hash/Hash Join/Seq Scan
        actual_rows: 4523930
        estimated_rows: 4519680
        q_error: 1.0009403320589068
      - node: Hash Join/Hash/Hash Join/Hash/Hash Join/Seq Scan
        actual_rows: 2609129
        estimated_rows: 2609129
        q_error: 1.0
      - node: Hash Join/Hash/Hash Join/Hash/Hash Join/Hash/Hash Join/Seq Scan
        actual_rows: 2528313
        estimated_rows: 2528504
        q_error: 1.000075544444062
      - node: Hash Join/Hash/Hash Join/Hash/Hash Join/Hash/Hash Join/Hash/Bitmap Heap
          Scan/Bitmap Index Scan
        actual_rows: 459925
        estimated_rows: 460564
        q_error: 1.001389356960374
      - node: Hash Join/Hash/Hash Join/Hash/Hash Join/Hash/Hash Join/Hash/Bitmap Heap
          Scan
        actual_rows: 459925
        estimated_rows: 460564
        q_error: 1.001389356960374
      - node: Hash Join/Hash/Hash Join/Hash/Hash Join/Hash/Hash Join/Hash
        actual_rows: 459925
        estimated_rows: 460564
        q_error: 1.001389356960374
      - node: Hash Join/Hash/Hash Join/Hash/Hash Join/Hash/Hash Join
        actual_rows: 459925
        estimated_rows: 460564
        q_error: 1.001389356960374
      - node: Hash Join/Hash/Hash Join/Hash/Hash Join/Hash
        actual_rows: 459925
        estimated_rows: 460564
        q_error: 1.001389356960374
      - node: Hash Join/Hash/Hash Join/Hash/Hash Join
        actual_rows: 1354883
        estimated_rows: 475250
        q_error: 2.8508847974750133
      - node: Hash Join/Hash/Hash Join/Hash
        actual_rows: 1354883
        estimated_rows: 475250
        q_error: 2.8508847974750133
      - node: Hash Join/Hash/Hash Join
        actual_rows: 33227886
        estimated_rows: 849505
        q_error: 39.1144089793468
      - node: Hash Join/Hash
        actual_rows: 33227886
        estimated_rows: 849505
        q_error: 39.1144089793468
      - node: Hash Join
        actual_rows: 4829607980
        estimated_rows: 4993129
        q_error: 967.2507920384191
",4829607980,4993129,967.25079203841914932127110660076141357421875,2024-08-15 14:54:59.120,"{title,movie_companies,movie_info,movie_info_idx,movie_keyword}","{t,mc,mi,mi_idx,mk}","{t.id=mc.movie_id,t.id=mi.movie_id,t.id=mi_idx.movie_id,t.id=mk.movie_id}",{mi_idx.info_type_id=99}
284,SELECT * FROM movie_info mi WHERE mi.info_type_id>13,"  - query: |-
      SELECT * FROM movie_info mi WHERE mi.info_type_id>13
    qep:
      - node: Bitmap Heap Scan/Bitmap Index Scan
        actual_rows: 5869026
        estimated_rows: 5779669
        q_error: 1.0154605739532834
      - node: Bitmap Heap Scan
        actual_rows: 5869026
        estimated_rows: 5779669
        q_error: 1.0154605739532834
",5869026,5779669,1.0154605739532833741378681224887259304523468017578125,2024-08-15 14:55:05.119,{movie_info},{mi},{},{mi.info_type_id>13}
285,"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id","  - query: |-
      SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id
    qep:
      - node: Hash Join/Seq Scan
        actual_rows: 36244344
        estimated_rows: 36179463
        q_error: 1.0017933101992145
      - node: Hash Join/Hash/Hash Join/Seq Scan
        actual_rows: 4523930
        estimated_rows: 4519680
        q_error: 1.0009403320589068
      - node: Hash Join/Hash/Hash Join/Hash/Seq Scan
        actual_rows: 2528313
        estimated_rows: 2528504
        q_error: 1.000075544444062
      - node: Hash Join/Hash/Hash Join/Hash
        actual_rows: 2528313
        estimated_rows: 2528504
        q_error: 1.000075544444062
      - node: Hash Join/Hash/Hash Join
        actual_rows: 4523930
        estimated_rows: 4519680
        q_error: 1.0009403320589068
      - node: Hash Join/Hash
        actual_rows: 4523930
        estimated_rows: 4519680
        q_error: 1.0009403320589068
      - node: Hash Join
        actual_rows: 215765477
        estimated_rows: 64670491
        q_error: 3.3363822303436663
",215765477,64670491,3.33638223034366632191449753008782863616943359375,2024-08-15 14:55:57.409,"{title,cast_info,movie_keyword}","{t,ci,mk}","{t.id=ci.movie_id,t.id=mk.movie_id}",{}
286,"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id<4","  - query: |-
      SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id<4
    qep:
      - node: Hash Join/Seq Scan
        actual_rows: 4523930
        estimated_rows: 4519680
        q_error: 1.0009403320589068
      - node: Hash Join/Hash/Hash Join/Seq Scan
        actual_rows: 1380035
        estimated_rows: 1380035
        q_error: 1.0
      - node: Hash Join/Hash/Hash Join/Hash/Bitmap Heap Scan/Bitmap Index Scan
        actual_rows: 854214
        estimated_rows: 847555
        q_error: 1.0078567172631865
      - node: Hash Join/Hash/Hash Join/Hash/Bitmap Heap Scan
        actual_rows: 854214
        estimated_rows: 847555
        q_error: 1.0078567172631865
      - node: Hash Join/Hash/Hash Join/Hash
        actual_rows: 854214
        estimated_rows: 847555
        q_error: 1.0078567172631865
      - node: Hash Join/Hash/Hash Join
        actual_rows: 854105
        estimated_rows: 462588
        q_error: 1.8463622056776223
      - node: Hash Join/Hash
        actual_rows: 854105
        estimated_rows: 462588
        q_error: 1.8463622056776223
      - node: Hash Join
        actual_rows: 8583388
        estimated_rows: 826872
        q_error: 10.38055224992502
",8583388,826872,10.3805522499250191259534403798170387744903564453125,2024-08-15 14:56:01.043,"{title,movie_info_idx,movie_keyword}","{t,mi_idx,mk}","{t.id=mi_idx.movie_id,t.id=mk.movie_id}",{t.kind_id<4}
288,"SELECT * FROM title t,movie_info mi WHERE t.id=mi.movie_id AND mi.info_type_id<8","  - query: |-
      SELECT * FROM title t,movie_info mi WHERE t.id=mi.movie_id AND mi.info_type_id<8
    qep:
      - node: Hash Join/Bitmap Heap Scan/Bitmap Index Scan
        actual_rows: 7286865
        estimated_rows: 7383349
        q_error: 1.0132408106915662
      - node: Hash Join/Bitmap Heap Scan
        actual_rows: 7286865
        estimated_rows: 7383349
        q_error: 1.0132408106915662
      - node: Hash Join/Hash/Seq Scan
        actual_rows: 2528313
        estimated_rows: 2528504
        q_error: 1.000075544444062
      - node: Hash Join/Hash
        actual_rows: 2528313
        estimated_rows: 2528504
        q_error: 1.000075544444062
      - node: Hash Join
        actual_rows: 7286865
        estimated_rows: 7383349
        q_error: 1.0132408106915662
",7286865,7383349,1.0132408106915662404645672722836025059223175048828125,2024-08-15 14:56:17.158,"{title,movie_info}","{t,mi}",{t.id=mi.movie_id},{mi.info_type_id<8}
